EmpID,BiasInfluentialFactor,FitmentPercent
16313,Gender,82.51449623103466
19552,YearsOfExperince,82.72532956107761
3394,,45.26043165530976
21300,YearsOfExperince,83.07816256850921
19989,DegreeBranch,82.20082908857924
18968,Gender,83.1382619678425
17609,Gender,80.86004353383713
6393,,48.13635127025866
18566,CurrentCompanyType,67.32108912031242
18652,Gender,82.28597294911226
6284,EmpScore,89.92812356548441
10974,Gender,83.37345649955707
9330,DegreeBranch,82.48210307598946
20382,DegreeBranch,89.80512178140442
14652,,45.37984794445833
15787,Gender,82.25943031516229
19436,,45.815237729382666
7393,MartialStatus,83.79735493344965
9058,DegreeBranch,89.99937424292963
11633,,47.16241203900181
13719,,83.98698681059156
11529,YearsOfExperince,82.51973021147224
10025,,50.66752198363749
14861,YearsOfExperince,82.73854052048115
9580,Gender,81.88026207701411
14427,,46.40597361331548
20740,HighestDegree,82.69083724566501
18768,DegreeBranch,82.3643087036185
20259,Gender,81.59476144435598
18190,HighestDegree,81.47332003409372
11050,DegreeBranch,89.8441198511421
21005,Gender,81.98528427118157
17701,,79.73456450680976
10792,DegreeBranch,82.79982399504954
2785,,45.49416727151976
15529,HighestDegree,89.75323846498365
21480,MartialStatus,84.52877848385482
6154,YearsOfExperince,83.51452244460444
5826,HighestDegree,90.726476720609
11819,DegreeBranch,83.09319503742314
21236,EmpScore,82.70034616350725
8350,,46.32527754259948
15823,Gender,82.00603976781167
9144,Gender,80.34519594106432
13558,YearsOfExperince,81.67889655013094
16434,Gender,80.10473384815516
21895,,45.14552734157856
22161,,45.32379480127154
12676,,47.62694502229915
8441,,48.75604592555008
19130,,47.921038875942294
23954,,47.90972913164518
23367,Gender,81.40887811110913
20027,Gender,81.4586928748701
3999,,47.69675909018861
22447,YearsOfExperince,83.44054248321669
11876,,77.96516760744925
15118,,45.957551651199054
11302,YearsOfExperince,82.75465142298125
13884,Gender,81.50732790282336
22852,Gender,81.58781825711735
3287,DegreeBranch,90.12224816817839
5784,YearsOfExperince,83.87835136401135
24277,DegreeBranch,82.5654720211856
13926,Gender,82.5086439707763
2852,DegreeBranch,82.48200104300362
5124,,47.12279014957939
22611,,47.09394535309159
14877,,76.91670231245384
20937,DegreeBranch,75.3572520801429
16154,Gender,83.23419874605416
20388,YearsOfExperince,82.88040427710747
22392,DegreeBranch,89.79802386079314
4555,,47.00599159483599
17815,,51.20793098041818
20186,DegreeBranch,82.54499656346044
23435,Gender,81.43699908827125
16770,DegreeBranch,82.81713549801196
8341,CurrentCompanyType,68.81804388072042
13552,DegreeBranch,82.63308615216083
3915,DegreeBranch,83.48343686513753
23201,DegreeBranch,89.76458705741133
7425,EmpScore,90.2003601198006
4966,Gender,81.70751372134578
2772,DegreeBranch,82.8501011783844
22279,DegreeBranch,83.56057305630841
15389,,45.27136180485441
10680,,44.823204129005596
7030,MartialStatus,84.52472715593963
10250,,46.362747540429865
19636,CurrentCompanyType,88.97411947070984
15436,YearsOfExperince,89.62928476170494
8730,DegreeBranch,89.96915142805474
21298,EmpScore,88.87841011179162
8517,,44.75601571126666
10527,,47.41039033955102
21230,Gender,82.36194450722772
18809,DegreeBranch,82.94860600223427
3934,YearsOfExperince,83.01380498610011
10115,YearsOfExperince,83.75821275741444
19773,,75.20682846976496
16014,EmpScore,90.22647736573327
7312,EmpScore,89.72801822307909
14091,Gender,79.99708044410906
8717,,47.90895589804574
8953,DegreeBranch,88.80219263324133
17773,MartialStatus,83.837069215136
2872,,70.94264388803252
21162,Gender,81.24061116744377
15809,,45.54663032860647
11754,Gender,82.72187177326498
9338,DegreeBranch,90.03810979507617
11212,YearsOfExperince,90.46936696256195
5007,CurrentCompanyType,75.35092177656881
5601,,51.54368784906855
17520,DegreeBranch,83.33685158647017
20883,,45.831464630509075
3944,YearsOfExperince,89.91814707092311
6887,EmpScore,82.62399224058383
20677,YearsOfExperince,90.14766718565788
20521,Gender,82.03527767208094
12514,Gender,82.00653977942683
23706,Gender,81.75723509516351
13513,YearsOfExperince,83.42498704960802
18729,YearsOfExperince,82.19139761428838
22103,Gender,82.43056640252904
15153,DegreeBranch,82.28190114147563
10525,Gender,81.65666529817908
8397,DegreeBranch,82.73947084031539
11678,,48.11176984160825
8262,Gender,82.5527464690794
17024,,44.837467576414596
11735,Gender,83.08967018041969
8527,Gender,82.07808961908789
9452,,45.805826566600295
23975,DegreeBranch,89.60881746455804
15880,LatestDegreeCGPA,77.03612594794953
9497,DegreeBranch,84.08434915654227
22405,DegreeBranch,84.66811607208741
17448,HighestDegree,65.50549750771982
19791,DegreeBranch,82.27984789696374
4062,YearsOfExperince,71.28687466359929
8915,DegreeBranch,82.39228219873594
14298,HighestDegree,82.67715308437839
12434,Gender,82.61086391525834
12028,HighestDegree,83.18766148700833
17305,DegreeBranch,82.96835004746276
9426,CurrentCompanyType,90.17303045472516
10131,Gender,82.25418453266613
9652,Gender,81.86937473020748
14477,Gender,80.38078882486079
2091,Gender,82.03757947747599
3821,DegreeBranch,82.12572514634988
12396,,46.58577474271677
14241,YearsOfExperince,89.59591918491923
23742,DegreeBranch,82.6490508059535
19466,,51.94508044561763
5883,MartialStatus,85.22622822017203
24132,DegreeBranch,90.23971140206365
16250,EmpScore,82.63645773067705
16401,CurrentCompanyType,68.51491042767942
4824,YearsOfExperince,83.40563992044386
10957,YearsOfExperince,82.9228668458462
11750,DegreeBranch,81.01849666106168
13935,MartialStatus,83.78226145737027
16029,Gender,81.37355629653435
9295,YearsOfExperince,81.78748920807857
21345,,46.505340354100944
22123,Gender,82.04024545437976
19872,Gender,80.63326422562308
17118,HighestDegree,83.65174367849413
17121,MartialStatus,84.4039960640791
6966,DegreeBranch,90.2611878235854
24062,YearsOfExperince,83.21268037117159
9238,HighestDegree,89.73926959736168
6590,YearsOfExperince,83.23143821270999
4352,,46.96830126860049
8562,YearsOfExperince,91.24718225442372
9557,YearsOfExperince,81.43735764040235
7737,,69.36187754741995
11090,,51.365112396135366
2898,LatestDegreeCGPA,59.4749368381895
12094,,75.03360141230776
10557,Gender,82.23397050043535
19360,Gender,82.69572882771192
12173,DegreeBranch,90.71564329215751
18496,EmpScore,89.65652518728332
4044,,58.429027814215154
8828,Gender,81.89792318971266
5822,DegreeBranch,82.18664318972318
4800,,48.699405206309926
19690,EmpScore,83.55953597834052
13470,DegreeBranch,80.77963521405967
17247,DegreeBranch,83.16682131926898
19126,Gender,81.30970790778589
17279,Gender,80.68237161417125
11804,Gender,82.0855739512448
15672,YearsOfExperince,80.74120776408641
6921,YearsOfExperince,89.9685818890109
16364,YearsOfExperince,80.89753964257179
3186,,47.708807582102516
20973,,42.89816338763534
24245,DegreeBranch,82.94054467723767
23278,DegreeBranch,83.20233605113496
13294,DegreeBranch,90.23960951837415
4768,Gender,81.42214134911421
22217,DegreeBranch,82.58242486281738
12584,,75.65541441295997
8578,Gender,81.59273542263604
10623,DegreeBranch,83.14270109301579
7326,,45.39702823018659
14092,DegreeBranch,90.08428893360538
14482,,46.400950186032325
22022,DegreeBranch,83.07507284902597
23284,DegreeBranch,89.59073527182886
23999,,45.031844391387516
10655,LatestDegreeCGPA,72.87318768627537
24045,EmpScore,89.26249563203297
4986,Gender,82.79790340733435
22449,DegreeBranch,90.05521517161371
10719,DegreeBranch,82.35291245205401
14917,Gender,82.20315800989594
18926,DegreeBranch,82.66956906999775
5227,DegreeBranch,83.13568917673658
22606,CurrentCompanyType,88.91766761156896
5037,LatestDegreeCGPA,64.96028675974321
13962,Gender,82.59484755083793
7418,YearsOfExperince,82.26081555143075
12572,EmpScore,90.20120104057558
10207,DegreeBranch,81.44396477108037
20347,YearsOfExperince,83.56558871748231
12982,CurrentCompanyType,73.29505317546433
7210,,45.01246518974332
19779,DegreeBranch,84.20560447426391
16265,YearsOfExperince,84.0076293607269
23858,YearsOfExperince,83.10338442786788
19926,Gender,82.07089148189397
9915,MartialStatus,84.77752385049908
14873,DegreeBranch,82.83741676829922
23033,,53.65877294201033
20379,,47.252281361579996
23862,Gender,82.00329198841271
3961,DegreeBranch,83.24875186151715
20156,,52.597297600994004
2845,,49.328762484459936
21319,Gender,80.95821602264004
23319,,80.54759089698888
11447,Gender,82.3893575093919
23088,Gender,82.06782890109675
13532,EmpScore,90.51732618255548
22777,Gender,80.17316849365325
3951,DegreeBranch,90.24133923924255
19597,YearsOfExperince,82.39484750011998
21097,HighestDegree,82.28613722787655
7022,,79.16630986188092
4812,,54.04471847259627
13103,DegreeBranch,89.86277498009144
17395,DegreeBranch,89.45640499817216
2363,DegreeBranch,90.01525380989486
6311,DegreeBranch,82.39000504177353
16964,DegreeBranch,82.69410719176553
10553,Gender,81.20202101756098
19740,DegreeBranch,82.57772453074566
5133,CurrentCompanyType,68.48539644291853
22171,YearsOfExperince,83.85419601954997
20617,DegreeBranch,82.70284728295
6662,Gender,81.21714939266057
23903,Gender,82.68265529273712
18027,,44.93664722870281
10298,,71.26580799351268
21972,,46.670629508154654
11690,Gender,82.76684694327915
16309,YearsOfExperince,83.44994300969095
20202,EmpScore,83.55937131846457
22074,DegreeBranch,80.8577032571753
6309,DegreeBranch,82.96497968060412
13662,,48.03925600910213
4078,Gender,82.8908763979653
15188,,46.053320789852286
15476,,46.56160053264223
8200,,49.48473288003456
19412,DegreeBranch,82.52857257724823
14712,HighestDegree,82.49235771602346
3415,LatestDegreeCGPA,61.10455586112881
5453,DegreeBranch,82.1043619308855
15238,Gender,84.15702068716756
19323,HighestDegree,89.95313389840918
23188,DegreeBranch,81.80848298860053
6591,EmpScore,90.2008448221824
12101,DegreeBranch,82.65338103440118
17146,Gender,82.00085895399384
9146,,47.83199280419451
22775,,77.78163972558929
13751,DegreeBranch,83.31185306113298
11226,Gender,81.16359944620329
3850,Gender,82.61010401468695
14997,,46.78922193955406
22434,,47.53874251676376
5269,Gender,81.77666900415
13380,EmpScore,83.449586666603
22670,HighestDegree,81.82725536176562
15129,,77.39363027344717
6112,YearsOfExperince,67.39514924916864
19858,MartialStatus,84.40951586818531
3195,DegreeBranch,82.22168936483105
15081,,45.17329842378517
12625,,45.88856684420618
2394,,51.344838608490896
11722,EmpScore,90.00591070739799
10487,,46.7142269853163
6716,,46.70097716847796
21686,Gender,81.55225949586179
23385,YearsOfExperince,81.99452197565199
20061,,47.17185442720197
13274,YearsOfExperince,83.01514105069118
6434,EmpScore,90.28630306321112
11018,YearsOfExperince,82.35050016935824
7633,,53.432289680930324
3647,EmpScore,90.16541885214731
8764,YearsOfExperince,83.08658550012301
5462,EmpScore,82.50491166030956
5482,YearsOfExperince,82.06933505381288
10636,EmpScore,90.04430879321241
13206,MartialStatus,85.62688335372276
5099,,52.574000521269035
10010,DegreeBranch,81.2937341026226
6082,EmpScore,82.29801515977903
13048,MartialStatus,84.69522731284884
19864,Gender,82.3040406305185
11227,,47.53800058436734
4186,DegreeBranch,82.35388201181878
4195,DegreeBranch,82.1849968587897
15060,Gender,82.95461794375107
11001,Gender,82.16483032403423
2340,DegreeBranch,81.0000054964582
22965,DegreeBranch,82.03791862248694
5148,YearsOfExperince,83.66039027487156
13601,DegreeBranch,89.69987282374849
9076,DegreeBranch,82.68482046021728
20026,YearsOfExperince,81.4619448979258
16062,DegreeBranch,83.43228892775842
16983,DegreeBranch,81.70567081559929
4603,,47.718766028339736
23344,Gender,81.84953795959802
8109,,47.59862770090094
14277,Gender,83.0868787658524
12639,EmpScore,82.92177612797194
24128,Gender,81.38545236775921
15262,YearsOfExperince,81.79559270783473
11037,DegreeBranch,82.819045204314
8586,,47.50523430409602
18481,DegreeBranch,90.25588289290808
11232,,46.86557863953393
12038,YearsOfExperince,90.93566357576555
5802,DegreeBranch,71.09932531326452
8631,LatestDegreeCGPA,60.767584238837216
13476,YearsOfExperince,82.4676216008847
13947,CurrentCompanyType,68.20017401015134
16601,DegreeBranch,83.06200610812638
6751,,45.81553100199024
16303,,79.34181827146566
12486,CurrentCompanyType,77.69131848916923
19548,Gender,80.88922828172156
6731,Gender,80.25974987884672
5410,YearsOfExperince,90.11775939346519
7365,YearsOfExperince,82.3438218634964
14636,Gender,80.27816942976008
15825,,45.79236940745494
18432,EmpScore,90.29336075147263
8161,DegreeBranch,82.31217636649511
9168,,77.4985422262317
5368,DegreeBranch,81.44224384508594
16755,,78.2906135301607
14554,DegreeBranch,81.54408902920218
2859,Gender,81.79791246092775
11652,Gender,81.86927829633636
2715,Gender,82.2375459633175
17972,,47.293238747200526
14439,YearsOfExperince,82.9199089656012
7135,,52.13953026409796
9082,DegreeBranch,90.37863955720603
6327,YearsOfExperince,82.45681780949589
20135,YearsOfExperince,83.26835708065855
9598,Gender,81.44335403468594
9479,DegreeBranch,82.06010621728018
8531,DegreeBranch,75.72321911624181
17576,DegreeBranch,67.85924184599189
7868,Gender,81.86861324844585
4704,Gender,81.881873390447
2227,Gender,82.18723248893048
12599,EmpScore,82.41878978228496
20120,YearsOfExperince,85.08066949218414
22992,,52.51694530940324
11003,,46.15481902387613
12372,Gender,80.8641115322501
8545,DegreeBranch,82.13723363374821
2197,,46.1542139607891
20102,EmpScore,82.23522220574064
19447,YearsOfExperince,83.64441353077626
12226,DegreeBranch,82.28509756347658
22898,Gender,81.90433503178512
21509,DegreeBranch,82.41452437073826
19625,Gender,82.46380400360016
9993,Gender,81.07251664834094
12900,DegreeBranch,82.80183164822058
11775,,78.34733921748506
21533,YearsOfExperince,84.43257859588505
6712,Gender,82.85028760592294
2667,EmpScore,89.96323537979484
11924,DegreeBranch,82.94596010059313
12068,Gender,83.68227543000546
6016,Gender,82.18017587731124
21718,,52.64244117919236
6832,,45.94181521820483
9444,EmpScore,89.8275206394832
21789,Gender,83.1109073793451
12651,DegreeBranch,82.62281258088427
5438,Gender,82.26392710711747
17094,,47.93430326125154
2467,,46.05145177949693
3295,Gender,83.2891868705747
2298,MartialStatus,84.49718124899246
9374,YearsOfExperince,82.72814556231188
8325,YearsOfExperince,90.4448417396504
20077,,42.60075920269448
9976,Gender,80.64431627584045
20755,YearsOfExperince,82.79545396241753
8582,,76.24827821770073
17002,Gender,82.09446436700904
14742,EmpScore,91.16426860443023
6849,CurrentCompanyType,88.27124205546363
23690,HighestDegree,82.49814576111626
2723,,46.53824534205052
23389,Gender,81.27000956113645
4551,Gender,81.95197213451408
24155,DegreeBranch,83.2431576588999
17986,,46.93752714165673
3173,YearsOfExperince,82.53117067442298
4753,YearsOfExperince,90.05747857214044
6047,YearsOfExperince,83.89674454351909
12630,DegreeBranch,82.71988479393355
8896,Gender,82.0165257083306
17455,HighestDegree,82.2706127324158
10654,,46.92549976576703
20375,CurrentCompanyType,78.0917236110089
16180,,78.9054585111071
24323,,46.37795219334071
17430,DegreeBranch,82.53838931010432
10603,,76.41789450774375
23431,Gender,80.7910900504019
23339,DegreeBranch,82.76691341188865
19068,DegreeBranch,82.19461924445378
8797,DegreeBranch,90.85131280234664
11220,YearsOfExperince,81.69426115961458
20244,Gender,82.53316922908468
15150,,45.62509719948078
2145,YearsOfExperince,83.12665340342011
2643,EmpScore,89.94471062947255
19659,,49.72779975786897
22395,,49.609593168624734
16986,,43.60053890284658
2938,Gender,81.59979876539323
23372,Gender,82.24102400705851
7675,Gender,82.41146410237471
12534,HighestDegree,83.65121955319572
22145,Gender,81.73278224393486
22403,DegreeBranch,82.08845050608038
8865,HighestDegree,81.90199366327036
16766,,54.2177490317056
14573,HighestDegree,79.57126644188894
17938,CurrentCompanyType,88.98111877842908
20913,DegreeBranch,83.18956069901049
2707,DegreeBranch,83.13684905958151
10035,,79.70607568974249
2342,HighestDegree,89.83191874743706
18984,,45.52997413695983
10572,EmpScore,90.20193140888772
14851,,41.70136684231003
2644,YearsOfExperince,81.4555779778706
23598,DegreeBranch,82.68537894292226
5695,Gender,81.82177520681203
8049,Gender,81.96253954612467
2907,Gender,82.02048845257826
17672,,52.18436580363096
23746,YearsOfExperince,81.94566673130213
18424,,47.16181632006016
20530,EmpScore,90.0375967955634
14918,EmpScore,82.83073605408958
9320,,47.456533484083685
3024,HighestDegree,82.75416104232475
8489,,56.676986785288186
16070,DegreeBranch,82.51471027778248
7289,,50.45925920752262
7789,EmpScore,90.36598987412948
12493,Gender,81.33219998970114
10076,,46.31893685848463
22870,,47.74931763249713
18113,DegreeBranch,82.58067368969544
14232,EmpScore,83.70137073934411
18076,HighestDegree,82.69246900799398
19544,YearsOfExperince,82.80424760946227
2470,DegreeBranch,82.7849539215384
12813,CurrentCompanyType,80.61633359260773
12270,CurrentCompanyType,88.51614911463629
19184,EmpScore,82.82451350459063
13584,,75.97641562340775
4339,,45.752157887649936
17914,YearsOfExperince,82.26546745024484
10917,Gender,82.07640363844273
15879,MartialStatus,84.49568521900478
6427,,46.93859693508605
14040,Gender,81.22526727197176
16305,Gender,81.3211612590205
16513,Gender,81.55551337756185
8960,HighestDegree,82.56987033126266
13799,,52.54157859495733
5379,Gender,82.22202627026685
20457,YearsOfExperince,81.84407065807747
18933,,77.89524389250272
19281,,46.77892852867291
10128,,54.09141769449226
18061,Gender,82.45635472806038
2174,,44.523344438674215
18838,DegreeBranch,82.53038502987489
6795,Gender,82.96487987362008
3224,,46.98455562748296
10831,DegreeBranch,89.96970096745055
5177,Gender,80.74131252366305
17845,,47.09719284104161
16084,EmpScore,82.76224148218353
10823,HighestDegree,82.99765119458127
22135,Gender,82.85340088250976
14894,,53.95528324705651
6721,,46.35584866530507
23929,Gender,83.1547752686822
4683,DegreeBranch,82.7329971180084
21939,DegreeBranch,82.37573696192518
4619,,46.30430910369352
4059,DegreeBranch,82.9436316420022
4750,Gender,82.06791878753783
16333,,48.058195319263326
7631,Gender,82.43407099269612
17571,YearsOfExperince,82.22109173957932
13223,DegreeBranch,82.088342600349
6116,EmpScore,82.7403963580586
14670,EmpScore,90.04127944108839
23632,,54.81241765539207
14677,DegreeBranch,82.37911846345474
19234,YearsOfExperince,81.563926761128
5523,Gender,80.7873303909197
11495,,46.9718935738055
23168,,45.21336037298628
5302,DegreeBranch,89.3658622746291
7925,HighestDegree,82.96024628731743
11796,,46.32861686283908
22722,,47.15865148300671
11147,DegreeBranch,82.49567695570045
3271,,45.57435852786744
7532,,46.26004040789708
22718,DegreeBranch,82.02393414852244
7002,HighestDegree,85.238445537214
23799,,46.14444139418438
20117,DegreeBranch,82.52565867504221
8931,DegreeBranch,82.82513420625072
12655,DegreeBranch,89.41346259765292
10456,Gender,80.68276302723811
21352,EmpScore,89.49071312083701
8532,,46.69650575751785
4890,YearsOfExperince,82.59217907500533
22035,DegreeBranch,83.08744591842385
12366,YearsOfExperince,84.20155658845687
24342,Gender,81.00988148980412
9218,Gender,81.39665340564544
2918,DegreeBranch,80.32098053055687
22751,EmpScore,82.69641439671562
9299,DegreeBranch,81.71133471963176
10116,YearsOfExperince,81.58730953604676
19046,,45.32101766704925
5724,,47.05717428871998
17626,Gender,81.77726972101631
10874,MartialStatus,84.539557153484
17574,Gender,85.27556677662045
12772,YearsOfExperince,83.39932276714356
18545,,43.38965828316636
16172,YearsOfExperince,90.23375726124269
18997,DegreeBranch,89.98112149641031
24142,YearsOfExperince,71.63974783777181
10818,DegreeBranch,83.38776442246167
14909,DegreeBranch,83.29304249571801
7996,Gender,81.85013498837735
11575,YearsOfExperince,83.07159026131518
7740,,79.37758657464677
16074,,45.89213595945495
21831,YearsOfExperince,71.95026242404975
18339,DegreeBranch,82.70812711870994
8211,,46.72986525963904
23062,DegreeBranch,82.39582880568054
18654,EmpScore,90.3108424288129
16230,YearsOfExperince,80.7066299099665
19747,DegreeBranch,90.02402457981971
11439,DegreeBranch,83.78381792764459
2888,,43.355003527962026
15800,DegreeBranch,82.88511762416769
2676,HighestDegree,89.61013644053482
8530,Gender,80.33672830494535
24046,DegreeBranch,89.85712835929516
7119,EmpScore,90.27456067528131
20691,MartialStatus,83.36269964339692
23702,DegreeBranch,82.98112849553345
4334,,79.61547022238794
19630,Gender,81.52523120716342
19977,YearsOfExperince,73.14333476636048
11601,DegreeBranch,82.50458397251008
18181,Gender,82.06304303023072
14495,,51.62909511227181
5433,LatestDegreeCGPA,74.10995143725353
2708,MartialStatus,84.99534815153483
19110,Gender,82.11216870471722
8077,Gender,80.10464670484981
6574,DegreeBranch,89.77790150121567
12076,,77.97549211412544
3813,HighestDegree,82.3651383664674
7864,Gender,81.4585169690857
15259,HighestDegree,82.77044322144572
19304,,77.38270660988645
12613,EmpScore,90.2365644985577
6340,,45.294121619697535
13726,DegreeBranch,82.25991241232553
21799,YearsOfExperince,80.83737486568485
18946,,46.897688778694416
22904,,46.70286872344136
12715,,46.98931028913994
5464,HighestDegree,82.64490876783591
2885,EmpScore,89.93308401116494
8175,,74.63147030082766
18310,Gender,81.39735669026439
21078,DegreeBranch,82.36207784842644
13869,YearsOfExperince,80.72305791704777
15964,EmpScore,81.6595386298626
21048,DegreeBranch,90.42315429849978
14638,EmpScore,82.6751207803754
21982,,79.6730557267913
5750,DegreeBranch,83.10968074653609
23484,Gender,82.1200488510946
23656,DegreeBranch,82.07271589635765
18479,Gender,81.53682956779932
11695,HighestDegree,81.66761131275742
7842,Gender,83.07314740257151
2092,YearsOfExperince,83.48630336387627
10587,Gender,81.7800062152455
6208,Gender,82.22512856722635
4927,,47.20806656531403
17015,,46.985786085583406
6074,,52.781863274599985
18384,MartialStatus,84.47229398790003
24181,Gender,81.68067680462353
20806,,45.894504678990124
16059,,50.72398670049195
6400,,46.237420771771184
3219,Gender,82.31450730499517
17911,,46.16237954740382
9737,,44.90482581525079
17547,EmpScore,83.21550197497885
22355,YearsOfExperince,81.68589654691831
9500,Gender,82.53704579793994
11509,,42.87809967288222
13707,YearsOfExperince,81.75346437403424
4624,DegreeBranch,90.13532810974223
21760,Gender,80.38382447513027
10948,DegreeBranch,82.02556665650467
23985,Gender,81.49371997054226
10479,HighestDegree,89.6592065395316
19231,DegreeBranch,90.25726568038797
5709,DegreeBranch,82.52780409217287
13431,Gender,82.66356790068174
22981,Gender,81.55099920086495
6933,EmpScore,83.27060114835517
14159,Gender,81.94612404937298
16588,,78.3576958923888
11588,,76.14131360681228
12666,DegreeBranch,90.13526797149979
4953,DegreeBranch,82.1438730285453
11252,EmpScore,86.6586311064247
8297,YearsOfExperince,83.03863077076402
10845,DegreeBranch,82.62525901818259
8944,HighestDegree,90.18200990642106
23139,DegreeBranch,82.26404048215475
19518,MartialStatus,84.72389598374275
12990,CurrentCompanyType,89.27588022066934
14291,DegreeBranch,81.9765584071244
14179,,46.927509234213865
9680,DegreeBranch,89.96257920206871
13664,YearsOfExperince,83.43344025996751
8516,,76.83550672523862
10647,CurrentCompanyType,88.90185950999735
8171,YearsOfExperince,82.29013804075902
17394,Gender,83.69808104114917
17058,HighestDegree,84.17257719884995
6873,DegreeBranch,90.09097218497018
15125,YearsOfExperince,82.39369465204625
6127,MartialStatus,84.36966626411292
21042,MartialStatus,84.9375759075455
16063,,47.42622755666846
4621,YearsOfExperince,83.2102616945527
14416,DegreeBranch,90.35999787164612
